Date,Campaign,Campaign ID,Placement,Verifiable Impressions
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,306816
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,13449
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTXT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841787)_Imp,61
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_IMS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841789)_Imp,621692
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_TT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841791)_Imp,468108
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_FR_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_FR_AS_Acer514_ASUSC434_Evergreen (OPID-1842211)_Imp,289876
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_FR_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_FR_CTPT_Acer514_ASUSC434_Evergreen (OPID-1842212)_Imp,91546
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_FR_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_FR_CTXT_Acer514_ASUSC434_Evergreen (OPID-1842213)_Imp,960
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_FR_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_FR_IMS_Acer514_ASUSC434_Evergreen (OPID-1842214)_Imp,1522214
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_FR_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_FR_TT_Acer514_ASUSC434_Evergreen (OPID-1842215)_Imp,68944
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_GB_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_Acer514_ASUSC434_HPx360_Evergreen (OPID-1842199)_Imp,448645
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_GB_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_Acer514_ASUSC434_HPx360_Evergreen (OPID-1842201)_Imp,23051
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_GB_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTXT_Acer514_ASUSC434_HPx360_Evergreen (OPID-1842203)_Imp,162
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_GB_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_IMS_Acer514_ASUSC434_HPx360_Evergreen (OPID-1842205)_Imp,658357
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_GB_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_TT_Acer514_ASUSC434_HPx360_Evergreen (OPID-1842207)_Imp,520933
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_ASUS C202_Evergreen (OPID-1843749)_Imp,45
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_ASUS C434_Evergreen (OPID-1843751)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Acer R13_Evergreen (OPID-1843752)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Acer Spin13_Evergreen (OPID-1843753)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Acer11_Evergreen (OPID-1843754)_Imp,45
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Acer315_Evergreen (OPID-1843755)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Lenovo C330_Evergreen (OPID-1843756)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_Amazon_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_In-Market_Lenovo S330_Evergreen (OPID-1843757)_Imp,21
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841760)_Imp,136995
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841761)_Imp,4171599
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTXT_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841762)_Imp,8187
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_IMS_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841763)_Imp,171786
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_TT_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841764)_Imp,124307
2019-10-01,1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_RMKT_P_RDA_EN_RMKT_AcerSpin15_ASUSC302_SamsungPro_Evergreen (OPID-1841581)_Imp,691
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_YT and Moments RDA_En (OPID-1840249),496
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_RMKT_CTA Button_En (OPID-1877660),108
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_RMKT_PDP_En (OPID-1877661),15
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_X-Product RDA_Home_En (OPID-1840467),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840251),1176
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_RMKT_CTA Button_En (OPID-1877662),238
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_RMKT_PDP_En (OPID-1877663),278
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Pixel 3_Google Store_IMS_IMS RDA_Mobile Phone Service Providers_En (OPID-1840359),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_YT and Moments RDA_En (OPID-1840255),139
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3_RMKT_CTA Button_En (OPID-1877666),48
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3_RMKT_PDP_En (OPID-1877667),29
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_X-Product RDA_Chromecast_En (OPID-1840493),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840257),93
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_RMKT_CTA Button_En (OPID-1877668),134
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_RMKT_PDP_En (OPID-1877669),198
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_NonRMKT_P_Pixel 3_Google Store_IMS_IMS RDA_Mobile Phone Service Providers_En (OPID-1840377),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_YT and Moments RDA_En (OPID-1840261),236
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_RMKT_CTA Button_En (OPID-1877672),197
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_RMKT_PDP_En (OPID-1877673),112
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_X-Product RDA_Chromecast_En (OPID-1840523),3
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_X-Product RDA_Home Max_En (OPID-1840525),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840263),177
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_RMKT_CTA Button_En (OPID-1877674),126
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_RMKT_PDP_En (OPID-1877675),545
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_CTA Buttons RDA_En_ad01 (OPID-1843411)_Imp,815
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_PDP RDA_En_ad01 (OPID-1843421)_Imp,14437
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_X-Product RDA_Apps_En_ad01 (OPID-1843511)_Imp,11324
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_X-Product RDA_Home Max_En_ad01 (OPID-1843531)_Imp,1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_X-Product RDA_Home_En_ad01 (OPID-1843541)_Imp,2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_CTA Button RDA_En_ad01 (OPID-1835365)_Imp,284
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_PDP RDA_En_ad01 (OPID-1835395)_Imp,85
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Hyb_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En_ad01 (OPID-1835232)_Imp,1618
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_Es (OPID-1840304),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_Google Store_Android RDA_Device Targeting_En (OPID-1842078),428
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_YT and Moments RDA_En (OPID-1840267),6
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3_Google Store_iPhone RDA_Device Targeting_En (OPID-1842081),17
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_Google Store_Android RDA_Device Targeting_En (OPID-1842085),56
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840269),11
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_Google Store_iPhone RDA_Device Targeting_En (OPID-1842089),49
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_RMKT_CTA Button_En (OPID-1877680),55
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x250_Q4 2019_RMKT_P_Pixel 3a_RMKT_PDP_En (OPID-1877681),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3_Google Store_Android RDA_Device Targeting_En (OPID-1842100),22
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3_Google Store_iPhone RDA_Device Targeting_En (OPID-1842104),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_Google Store_Android RDA_Device Targeting_En (OPID-1842108),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840275),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_300x600_Q4 2019_RMKT_P_Pixel 3a_RMKT_CTA Button_En (OPID-1877686),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_Es (OPID-1840316),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_Google Store_Android RDA_Device Targeting_En (OPID-1842122),25
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_YT and Moments RDA_En (OPID-1840279),3
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_Android RDA_Device Targeting_En (OPID-1842130),2
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_RMKT_YT and Moments RDA_En (OPID-1840281),5
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_Google Store_iPhone RDA_Device Targeting_En (OPID-1842134),4
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_BAN_728x90_Q4 2019_RMKT_P_Pixel 3a_RMKT_PDP_En (OPID-1877693),1
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_Android RDA_Device Targeting_En_ad01 (OPID-1843611)_Imp,33477
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_Android RDA_Device Targeting_Es_ad01 (OPID-1843616)_Imp,271
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_CTA Buttons RDA_En_ad01 (OPID-1843431)_Imp,35
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_PDP RDA_En_ad01 (OPID-1843441)_Imp,684
2019-10-01,1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_DR_ESS01_NA_US_GDN_Mob_None_None_Link / text ad_No fixed size_Q4 2019_RMKT_P_Pixel 3_Google Store_RMKT_X-Product RDA_Chromecast_En_ad01 (OPID-1843571)_Imp,130
