Campaign,Campaign ID,Placement,Date,Video Player Size,Verifiable Impressions
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-15,(not set),660
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-15,HD,11098
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-15,LARGE,12379
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-15,SMALL,16437
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-16,(not set),1970
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-16,HD,104912
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-16,LARGE,22944
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-16,SMALL,29111
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-17,(not set),3554
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-17,HD,143051
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-17,LARGE,30693
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-17,SMALL,40495
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-18,(not set),278
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-18,HD,14510
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-18,LARGE,2619
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS + affinity_DBM (OPID-1890527)_VAST,2019-10-18,SMALL,3203
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-15,(not set),806
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-15,HD,12396
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-15,LARGE,13684
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-15,SMALL,18770
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-16,(not set),2160
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-16,HD,124610
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-16,LARGE,25756
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-16,SMALL,34175
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-17,(not set),5122
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-17,HD,199957
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-17,LARGE,39378
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-17,SMALL,52013
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-18,(not set),305
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-18,HD,14171
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-18,LARGE,2513
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Open Exchange AdX_Mob_None_IA_In-stream video_15s-H_Q4 2019_NonRMKT_P_Adx_Switchers_p4 core iOS_DBM (OPID-1890528)_VAST,2019-10-18,SMALL,2913
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Hyb_None_None_In-stream video_None_Q4 2019_NonRMKT_AV_Brand_Added Value_XHDW LiveStream_Campaign 1_Twitter (OPID-1898382)_Imp,2019-10-14,(not set),2
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Hyb_None_None_In-stream video_None_Q4 2019_NonRMKT_AV_Brand_Added Value_XHDW LiveStream_Campaign 1_Twitter (OPID-1898382)_Imp,2019-10-15,(not set),953390
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Hyb_None_None_In-stream video_None_Q4 2019_NonRMKT_AV_Brand_Added Value_XHDW LiveStream_Campaign 1_Twitter (OPID-1898382)_Imp,2019-10-16,(not set),4545
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_AV_Twitter AV Ad_Ad 1_Twitter (OPID-1885486)_Imp,2019-10-10,(not set),1
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_AV_Twitter AV Ad_Ad 1_Twitter (OPID-1885486)_Imp,2019-10-18,(not set),973325
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_AV_Twitter AV Ad_Ad 1_Twitter (OPID-1885486)_Imp,2019-10-19,(not set),1312647
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_AV_Twitter AV Ad_Ad 1_Twitter (OPID-1885486)_Imp,2019-10-20,(not set),1413433
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW P4 Android Audience Ad_Ad 1_Twitter (OPID-1885488)_Imp,2019-10-10,(not set),1
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW Reminder Tweets Ad_Ad 1_Twitter (OPID-1885490)_Imp,2019-10-11,(not set),1
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW Reminder Tweets Ad_Ad 1_Twitter (OPID-1885490)_Imp,2019-10-15,(not set),10259338
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW Reminder Tweets Ad_Ad 1_Twitter (OPID-1885490)_Imp,2019-10-16,(not set),7348831
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW Reminder Tweets Ad_Ad 1_Twitter (OPID-1885490)_Imp,2019-10-17,(not set),2127307
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Twitter - Official_Mob_AND_HYB_Link / text ad_1x1_Q4 2019_NonRMKT_P_TW Reminder Tweets Ad_Ad 1_Twitter (OPID-1885490)_Imp,2019-10-18,(not set),68057
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-14,(not set),1
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-15,(not set),6308
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-16,(not set),4253
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-17,(not set),3407
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-18,(not set),3546
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-19,(not set),1028
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890191),2019-10-20,(not set),3883
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-14,(not set),2
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-15,(not set),948
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-16,(not set),728
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-17,(not set),1500
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-18,(not set),861
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-19,(not set),420
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_300x600_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890192),2019-10-20,(not set),1511
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-14,(not set),2
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-15,(not set),766
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-16,(not set),904
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-17,(not set),3852
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-18,(not set),602
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-19,(not set),216
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Desk_None_None_BAN_970x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890193),2019-10-20,(not set),541
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-14,(not set),1
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-15,(not set),12868
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-16,(not set),2210
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-17,(not set),25358
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-18,(not set),18297
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-19,(not set),8714
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_300x250_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890194),2019-10-20,(not set),18047
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-14,(not set),2
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-15,(not set),7795
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-16,(not set),11558
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-17,(not set),63742
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-18,(not set),29108
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-19,(not set),36495
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_Variety_Mob_None_MW_BAN_320x50_Q4 2019_NonRMKT_P_Power of Women_Digital Amplification_ROS Display (OPID-1890195),2019-10-20,(not set),32623
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_YouTube_Desk_None_None_Mast_No fixed size_Q4 2019_NonRMKT_P_Cross Hardware_10.15 YT Masthead_Livestream (OPID-1892134)_Imp,2019-10-15,(not set),18078479
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_YouTube_Desk_None_None_Mast_No fixed size_Q4 2019_NonRMKT_P_Cross Hardware_10.15 YT Masthead_Livestream (OPID-1892134)_Imp,2019-10-16,(not set),7986
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_YouTube_Desk_None_None_Mast_No fixed size_Q4 2019_NonRMKT_P_Cross Hardware_10.15 YT Masthead_Livestream (OPID-1892134)_Imp,2019-10-17,(not set),2541
1006946 | Pixel | Brand + DR | ESS01 | NA | US | Q4 2019 | Pixel 4,23219466,Flame (Pixel 4) - CB7_BR_ESS01_NA_US_YouTube_Desk_None_None_Mast_No fixed size_Q4 2019_NonRMKT_P_Cross Hardware_10.15 YT Masthead_Livestream (OPID-1892134)_Imp,2019-10-18,(not set),1233
