Campaign,Campaign ID,Placement,Date,Video Player Size,Verifiable Impressions
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-09,(not set),216352
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-10,(not set),159138
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-11,(not set),178356
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-12,(not set),236036
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-13,(not set),143752
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-14,(not set),128850
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-15,(not set),10264
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-16,(not set),14510
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-17,(not set),15098
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-18,(not set),32523
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-19,(not set),17839
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_ASUSC434_EvergreenUpdate (OPID-1889962)_Imp,2019-10-20,(not set),24332
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-01,(not set),928307
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-02,(not set),1865077
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-03,(not set),3430791
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-04,(not set),1599663
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-05,(not set),281716
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-06,(not set),695841
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-07,(not set),40518
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-08,(not set),93
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-09,(not set),58
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-10,(not set),19
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-11,(not set),11
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-12,(not set),5
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-13,(not set),3
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-14,(not set),3
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-15,(not set),1
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-17,(not set),2
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-18,(not set),1
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841783)_Imp,2019-10-19,(not set),1
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-09,(not set),197728
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-10,(not set),156125
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-11,(not set),89113
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-12,(not set),68406
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-13,(not set),96205
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-14,(not set),95238
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-15,(not set),15818
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-16,(not set),38175
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-17,(not set),36161
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-18,(not set),52982
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-19,(not set),23429
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_AcerSpin13_EvergreenUpdate (OPID-1889963)_Imp,2019-10-20,(not set),34420
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-09,(not set),185378
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-10,(not set),133628
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-11,(not set),278994
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-12,(not set),267438
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-13,(not set),219953
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-14,(not set),205171
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-15,(not set),74788
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-16,(not set),79862
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-17,(not set),53090
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-18,(not set),169744
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-19,(not set),152680
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_AS_PixelSlate_EvergreenUpdate (OPID-1889964)_Imp,2019-10-20,(not set),169952
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-09,(not set),1114109
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-10,(not set),754657
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-11,(not set),1287863
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-12,(not set),1665686
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-13,(not set),2451089
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-14,(not set),2750711
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-15,(not set),1361730
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-16,(not set),1454132
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-17,(not set),1630858
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-18,(not set),1430851
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-19,(not set),775534
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_ASUSC434_EvergreenUpdate (OPID-1889965)_Imp,2019-10-20,(not set),790095
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-01,(not set),13973
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-02,(not set),71373
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-03,(not set),19849
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-04,(not set),2563
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-05,(not set),79
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-06,(not set),106
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-07,(not set),2568527
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-08,(not set),280
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-09,(not set),21
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-10,(not set),3
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-11,(not set),2
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-12,(not set),2
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-15,(not set),2
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_ASUSC434_PixelSlate_Evergreen (OPID-1841785)_Imp,2019-10-19,(not set),1
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_EvergreenUpdate (OPID-1889966)_Imp,2019-10-09,(not set),953029
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_EvergreenUpdate (OPID-1889966)_Imp,2019-10-10,(not set),646058
1005998 | Chromebook | Brand + DR | ESS01 | NA | US | Q4 2019 |,23213718,ChromeOS Consumers - C13_DR_ESS01_NA_CA_GDN_Hyb_None_None_BAN_No fixed size_Q4 2019_NonRMKT_P_RDA_EN_CTPT_AcerSpin13_EvergreenUpdate (OPID-1889966)_Imp,2019-10-11,(not set),1675370
